codigo_ies,sigla_ies,igc_continuo,igc_faixa
570,UFRN,3.7227877528,4
571,UFPR,3.9978071278,5
572,UFF,3.6128858131,4
573,UFES,3.5764904852,4
574,UFRRJ,3.5069464588,4
575,UFMG,4.3024841214,5
576,UFJF,3.7081370179,4
577,UFAL,3.0517288934,4
578,UFBA,3.8462476823,4
579,UFPB,3.5730054063,4
580,UFPE,3.8317641736,4
581,UFRGS,4.3004898611,5
582,UFSM,3.9068192705,4
583,UFC,3.8832350127,4
584,UFG,3.6111128439,4
585,UFSC,4.1406513497,5
586,UFRJ,4.0810735449,5
587,UFRPE,3.5064725558,4
588,UTFPR,3.4919578693,4
589,UFERSA,3.307692363,4
590,UFRA,3.1026419444,4
591,UNIFESP,4.1653534592,5
592,UFLA,4.0507926402,5
593,CEFET/RJ,3.5124515727,4
594,CEFET/MG,3.5085120418,4
595,UNIFAL-MG,3.4909743059,4
596,UFVJM,3.3730487879,4
597,UFTM,3.5492606455,4
598,UNIFEI,3.5125071916,4
599,IFBA,3.0653601299,4
600,IFMA,2.3395422245,3
601,IFRS,3.2660439251,4
602,ITA,4.3566093293,5
605,USCS,2.4725901712,3
606,FDCI,2.589859652,3
607,FACCACI,2.303491519,3
608,ESEFIC,1.7849065265,2
609,UNIOESTE,3.6024231735,4
610,UNIVERITAS,2.7022620466,3
621,CESMAC,2.5843340315,3
622,FAU,1.8398455998,2
625,FACECAP,2.5667637143,3
626,UNICNEC,2.8475842187,3
627,,2.8479316668,3
631,,3.0560830329,4
633,IME,4.4591255146,5
634,UFPEL,3.6204712851,4
636,ESPM,3.0619972765,4
637,FESP,2.6479410919,3
638,FDMC,2.8160755986,3
640,FAMATH,1.9652774258,3
641,UNILASALLE,3.3754136997,4
645,Católica em Jaraguá,2.7984337817,3
648,FAZU,2.4417910537,3
649,UNIUV,2.4249676295,3
651,FAGV,,SC
652,FASC,2.3598414789,3
657,FAFOPST,2.4193791019,3
661,FPD,2.5221754893,3
663,UNIVERSO,2.4600446276,3
664,UVV,3.4925531847,4
665,UNITAU,2.5363853761,3
666,UEFS,3.008551803,4
667,FIJ,1.5966248474,2
668,CIESA,2.4491794103,3
669,UNINILTONLINS,2.181583103,3
670,USF,2.8218559283,3
671,UNIDERP,2.2370896709,3
672,UniFACENS,3.3026470324,4
673,UNIGRAN,3.1275997016,4
674,CESVASF,2.5109878033,3
677,FRASCE,2.5797495484,3
682,FINOM,2.9882502826,4
685,FBJ,2.0104919929,3
686,FACAL,1.8799879945,2
688,UESB,3.196502199,4
692,FACAPE,2.2979515258,3
693,UNIRIO,3.5539839394,4
694,UFMS,3.2928115794,4
699,UNIR,2.849209604,3
701,FAGA,2.0777054438,3
702,FADIMAB,2.0533981273,3
703,FAFOPA,1.2007025892,2
704,FACIAGRA,1.9744846798,3
705,UNISJ,3.0277569011,4
707,UNICEP,2.7633093611,3
708,UNEB,,SC
712,,2.9526247708,4
715,,3.2139190206,4
716,,2.9075693996,3
717,UFCSPA,4.0275665965,5
718,UNP,2.7583190856,3
719,UNEMAT,2.7407030393,3
720,FACHUCA,1.7851502677,2
722,EEFA,1.881358757,2
724,UNIFACEX,2.7251938547,3
727,FASF,2.2467280089,3
728,FACIC,2.4457460103,3
730,UEPG,3.3937099485,4
734,FIMI,2.8915034955,3
736,,2.4152280896,3
737,SAO CAMILO,3.2304817148,4
738,FATEA,2.4073577705,3
739,SÃO CAMILO-ES,2.6663889691,3
744,FA,2.5122380049,3
745,IMESSM,1.9733633076,3
746,URCA,2.4766652237,3
749,CESVALE,3.4317859461,4
750,UnirG,1.8175762345,2
752,FAPAM,3.0515166628,4
753,FACHUSC,1.994870233,3
754,CESUC,2.4480593259,3
755,CESUT,2.003617046,3
756,UESPI,2.6800959896,3
757,Unama,2.7411776474,3
760,FCHPE,2.0712215438,3
761,FACSPEI,1.934442554,2
763,IUESO,2.2294985256,3
764,FAPG,1.791260553,2
778,ETEP,2.2011550439,3
779,FAP,2.0647272642,3
780,UNIC/UNIME,2.5094677285,3
781,,2.104216666,3
785,,2.066125267,3
788,FARO,2.6546428057,3
789,UFRR,3.0276730733,4
790,FICSAE,3.8290014884,4
792,CESUPA,3.3447994593,4
793,ESTÁCIO SÃO PAULO,2.5647444447,3
794,UNIVAG,3.3792632282,4
795,FID,1.9080681546,2
796,EDUVALE,2.9179619123,3
797,AVEC,2.0400775272,3
798,FAACZ,2.7398547485,3
801,FAM,1.5114563177,2
802,UNICARIOCA,3.6082634371,4
803,FIA,2.0746934728,3
809,FADILESTE,1.868235593,2
810,CTESOP,2.4096356297,3
823,UNICEUMA,2.8792531106,3
824,UNICERRADO,2.5649849081,3
825,FAGAMMON,2.5463771354,3
826,UNIDESC,2.5829510797,3
828,FASAMA,2.5881071131,3
829,UNITINS,2.5161900507,3
830,UNIFAP,2.6226728158,3
831,FCHVRG,1.896946952,2
832,FAC,1.8934365221,2
838,FCTFOR,1.830527268,2
840,FAVI,2.803148073,3
843,FATEB,1.9749979053,3
845,FAC-FEA,3.0331138736,4
846,FAT,1.969643787,3
847,FPPD,2.116519532,3
849,FAJE,4.3290108705,5
852,FIAP,3.4021375318,4
861,CEAP,2.2810154834,3
862,FESCG,2.4293535153,3
873,UNIFOZ,1.9278248924,2
877,FEPI,1.815315715,2
878,UNILESTEMG,3.247244388,4
882,IMESB,2.6195953582,3
886,FACH,2.1507864371,3
890,EG,3.672270756,4
891,,2.4548335849,3
898,UNISANTARITA,2.1986197977,3
900,FATEC,2.105794019,3
905,FACEPD,3.9575350325,5
908,FAA,1.998006712,3
909,,2.3776145309,3
910,FCACSL,2.7634307734,3
913,FIPAR,2.390717619,3
915,FAFS,1.6762142679,2
916,ESTÁCIO TERESINA,2.381179401,3
918,,3.2012057703,4
922,FCGD,3.0289697653,4
923,FACCSR,3.0217655314,4
926,,2.2102530752,3
939,CATÓLICA DE ANÁPOLIS,2.1556355666,3
940,FAMAG,2.2401183743,3
944,ESPM,3.0970903234,4
945,,2.7381365011,3
952,UNISANTA,3.1103525348,4
953,UNIMES,2.1745368466,3
967,FATEC/TQ,2.4242011392,3
976,FIP,2.8200775077,3
985,FER,2.4056425382,3
989,ESMA,2.0459779512,3
991,SENAI-CETIQT,2.4691065216,3
994,FDC,2.0549625781,3
997,,2.9802011538,4
1012,FASP,2.5085228958,3
1014,BOM JESUS/IELUSC,2.6116823235,3
1019,FACTU,2.1393426484,3
1021,FACET,2.1483475782,3
1027,UENF,3.9661734721,5
1028,UEMS,2.7627844899,3
1030,IBMEC,3.0476376701,4
1032,UNISAL,2.5651701406,3
1034,UNESF,,SC
1036,UEMG,2.2608804657,3
1038,AEMS,2.8386983112,3
1041,UNIVATES,3.6176592012,4
1042,UP,3.2249106827,4
1043,FHO,2.9206286035,3
1045,UNIFIAN,2.3351410536,3
1046,UNILAGO,2.9164837461,3
1048,FCE,3.3207708747,4
1049,CESF,2.5281034122,3
1051,SEUNE,2.0199050089,3
1053,,3.2321166419,4
1055,Uninassau Salvador,2.5905454953,3
1058,Estácio FIB,2.4171963488,3
1059,FLF,2.2104709568,3
1060,IESB,3.4250169859,4
1063,DOCTUM,3.218882624,4
1064,DOCTUM,3.2569235092,4
1066,IEPO,2.1492755962,3
1067,FAJ,2.4611279486,3
1068,FAMA,3.1525104549,4
1070,,2.5569830624,3
1071,IESF,2.640615243,3
1072,FAFI,,SC
1075,IESP,2.605634788,3
1076,FAFIC,2.2933678024,3
1077,,2.5150121856,3
1078,,2.7551353258,3
1079,CESPAR,2.3498742228,3
1080,FASE,3.5035191014,4
1081,FER,2.3242576086,3
1082,IFRN,2.997071468,4
1084,FACEBG,2.9840619694,4
1085,FMC,2.2129491334,3
1086,FAEC,2.158203403,3
1087,FIMCA,2.443827842,3
1090,FSLF,3.0492158751,4
1092,FIB,3.008820739,4
1096,FAPE,2.0458760993,3
1100,UniDrummond,2.2762377182,3
1107,Estácio FIC,2.6113189686,3
1113,UNIEURO,3.1165666415,4
1115,CEST,2.8822527458,3
1118,,2.3537519528,3
1120,IF Fluminense,2.9234119511,3
1122,,2.8077859182,3
1123,IESUS,1.683040654,2
1124,DP II Barreiras,3.2536172108,4
1125,FIES,2.5359468819,3
1126,UNICENTRO,3.6476147444,4
1128,UI,2.5395499137,3
1129,UNORP,2.4604964556,3
1131,UNIFSA,2.7313978273,3
1136,FACIG,2.1350313494,3
1139,FEAD - MG,2.2331641165,3
1141,,2.5891644972,3
1142,FDV,4.1690710132,5
1143,FACET,2.348201155,3
1149,CEUNSP,3.3233815518,4
1151,FANESE,3.0776468035,4
1153,UCAM,2.2427508043,3
1155,FSST,1.7731872851,2
1156,,2.6075830518,3
1157,ESFA,2.0738744467,3
1159,CESV,1.915527924,2
1160,CAMBURY,2.5975539985,3
1161,INSPER,3.8866741124,4
1166,IFPB,2.9407793874,3
1170,FAMEC,2.7885596189,3
1173,,2.417540742,3
1174,SOECS,2.4367782026,3
1175,ESTÁCIO FARGS,2.3922530899,3
1182,IESA,2.9927803788,4
1185,UNIJORGE,2.9347785782,3
1187,MÓDULO,2.8885762919,3
1189,UNIPLAC,2.5881907546,3
1190,F.I.C.,2.3274491082,3
1191,IESF,1.8379397777,2
1196,UNICESUMAR,2.989427906,4
1198,FACET,2.0983754018,3
1201,FAMC,2.0213094115,3
1202,FASAR,2.509597986,3
1205,FAEL,2.3459898253,3
1208,,2.3828903286,3
1213,SEF,1.7732453096,2
1219,IIES,1.9831822763,3
1221,,1.9879444329,3
1224,UNIJALES,2.241886048,3
1225,UNIFIA,2.8979381287,3
1226,IESACRE,2.9851921,4
1227,FASB,2.6120575889,3
1230,UNIPINHAL,2.3063471059,3
1231,,2.5546675548,3
1232,UNIANDRADE,2.9174009359,3
1233,,2.5166796325,3
1237,FANAP,2.8972782184,3
1239,PADRAO,2.488305893,3
1240,PIO XII,2.7381889363,3
1243,DOCTUM,2.9708521139,4
1244,MULTIVIX VITÓRIA,3.6180299807,4
1245,Multivix Castelo,3.9699567296,5
1247,FACINAN,1.9642050465,3
1249,FECRA,2.0186539153,3
1252,PROMOVE,3.3832816562,4
1253,FMG,2.545319149,3
1254,FAI,2.245880767,3
1255,UniFBV Wyden,2.9983771422,4
1256,DOM BOSCO,3.0434472983,4
1257,FACEL,1.6771361088,2
1258,,2.2991544629,3
1263,FABA,1.6766259835,2
1264,UNI-RN,3.6549730932,4
1266,FIU,2.1371373195,3
1267,IESGF,2.5446031298,3
1270,ESTÁCIO RIBEIRÃO PRE,2.6422951966,3
1273,UNIFACCAMP,2.2759343428,3
1275,FAGU,2.0043287807,3
1276,I.T.E.S.,2.7113935957,3
1279,FACITA,2.3777218158,3
1280,Estácio FAAC,1.9523544867,3
1281,FAIT,2.8398385879,3
1290,FAATESP,1.605653677,2
1291,,2.5907547202,3
1292,FAI,2.2292931848,3
1294,CAM,2.5690714359,3
1295,,2.0523695927,3
1296,ESM,1.4532222615,2
1298,ESTÁCIO FAL,2.4446075141,3
1299,FIFE,2.7613608391,3
1300,ITES,2.3442805855,3
1301,IMMES,2.7962086254,3
1302,FBB,2.7791431056,3
1303,IF Goiano,3.2259374537,4
1304,,2.6392372796,3
1305,,2.3200254098,3
1307,FAEF,2.8761667741,3
1308,FNM,2.1357087475,3
1309,FAPRO,2.9502444441,4
1310,FAM,2.4342801801,3
1311,TREVISAN,3.792955053,4
1312,FAIR,2.7657703911,3
1313,UNISUZ,2.5241582149,3
1317,UniFSP,3.3934256403,4
1318,,2.3915337794,3
1319,FATEC,3.1210404239,4
1322,EDUVALE,2.6365520981,3
1325,FAP,2.3361538747,3
1326,MULTIVIX SERRA,3.5699518847,4
1327,ESPM - POA,3.2629858429,4
1328,FACOTTUR,2.0217060898,3
1330,COTEMIG,2.7909608458,3
1334,UNIFACISA,3.1302903912,4
1336,FAG,2.7514983823,3
1337,FMD,2.538051775,3
1344,FBM,2.3617197129,3
1345,,1.9937472657,3
1346,FBMG,2.2421313344,3
1350,FVJ,2.3553839241,3
1351,,3.33849939,4
1355,FIJ,2.6161119944,3
1356,UNIFUNEC,2.7554524978,3
1357,ISERJ,2.782081888,3
1359,MULTIVIX NOVA VENÉCI,3.5644854376,4
1362,,2.7172548605,3
1363,FAVIC,2.4960531318,3
1364,,3.2264149926,4
1365,UNASP,2.8568311971,3
1371,FAM,2.415188567,3
1373,FACAB,3.3590115162,4
1374,FCSGN,2.7253834146,3
1375,FCARP,2.0418534539,3
1379,FAESA,3.2813548316,4
1381,FMF Wyden,2.7503616996,3
1382,EST,4.1989979824,5
1383,FAJOLCA,1.9352946921,2
1384,FSH,3.0238106652,4
1385,FIPEP,1.624846625,2
1386,ESAMC,2.2006981482,3
1387,FAPEN,2.5965734867,3
1388,ISES,3.0733150597,4
1394,FCA,2.1405516445,3
1395,UNICALDAS,1.5972550133,2
1396,UDC,2.7383918042,3
1400,FAIND/SJP,2.7660068057,3
1401,FAR,2.3111343117,3
1402,ICSH,1.325388996,2
1403,FAP,3.0699305015,4
1404,FAP,2.0255537306,3
1409,UCL,2.8698255591,3
1410,Área1 Wyden,2.6482168733,3
1411,F2J,2.0873209012,3
1412,,2.0257094519,3
1413,CESPRI,2.133919296,3
1414,UniSL,3.4979636595,4
1417,,2.7754042143,3
1418,UNITOLEDO,3.2629751671,4
1419,UNICURITIBA,3.0703800968,4
1420,,2.6262712843,3
1422,UNINORTE,2.6032248984,3
1423,Faci Wyden,2.9242186113,3
1426,ILES,2.2078912703,3
1427,FSG,3.0912795273,4
1428,IESPLAN,2.0289590433,3
1429,FABAT,2.3993053518,3
1430,,3.0449694126,4
1432,FABE,1.4823164123,2
1433,FACOL,1.8036302021,2
1434,UNIESI,2.5584627661,3
1436,ESBAM,2.3482254242,3
1437,ESRC,2.6403803215,3
1438,FACAMP,2.8794077095,3
1439,FACAMP,2.5757842997,3
1440,IAESUP,3.1059102195,4
1441,FATEPI,2.1724169884,3
1442,,1.85098985,2
1443,,1.140007899,2
1444,FIEL,2.5760943135,3
1445,CEUN-IMT,3.0644439793,4
1446,UNIPLAN,1.9487249252,3
1449,FEATI,2.9207810647,3
1450,UNICERP,2.6970602748,3
1452,,2.2811522325,3
1454,FASNE,1.8693680607,2
1455,FSSS,2.2998726686,3
1456,FASERT,2.9443058545,3
1457,ESTÁCIO EUROPAN,2.0077657012,3
1459,FUCAMP,2.5626557573,3
1461,,3.0891812163,4
1462,INPER,1.930820889,2
1463,FCGB,2.0075421114,3
1465,AFARP,2.1495178934,3
1468,ESAMC,2.3116512636,3
1469,,3.0019674294,4
1472,UNIASSELVI,2.8288197875,3
1476,,1.7402878038,2
1477,MICHELANGELO,1.8022289526,2
1478,,1.97716933,3
1484,IBMEC,3.3745054768,4
1486,FESV,2.842669882,3
1487,UNIDOM - BOSCO,2.6251466717,3
1488,FAP,2.1193190867,3
1490,UniFAJ,2.7780960889,3
1491,UNINTER,3.0156379796,4
1492,PIT UBERLÂNDIA,2.3909390845,3
1493,UNIALFA,2.2303936021,3
1494,,2.7799817226,3
1496,FESVV,2.7347483596,3
1497,FASC,1.9145546308,2
1498,FAVI,2.4007407573,3
1499,FATS,2.5932170042,3
1500,FAESI,2.5102804599,3
1501,FLATED,,SC
1502,,2.0954225171,3
1503,FALEC,2.062550932,3
1504,UNINASSAU MACEIÓ,2.5248893478,3
1506,,3.0064200971,4
1507,FAPRO,3.0934379691,4
1508,UNIFAMMA,2.4213344068,3
1509,ESTÁCIO BH,2.5879233701,3
1510,,2.4230440264,3
1513,PITÁGORAS ICF,2.2359457745,3
1514,F.V.C.,2.6204468448,3
1515,UNIRON,2.7381676351,3
1518,,2.2997451172,3
1519,FADEP,2.7560557216,3
1520,FFIA,3.7509076534,4
1521,ESTÁCIO BELÉM,2.5073954343,3
1523,CESUL,3.174186675,4
1530,,2.7545320071,3
1532,,2.0635000767,3
1535,FAPI,2.2008980814,3
1536,FATEB,1.9836685788,3
1538,UNIPROJEÇÃO,3.1469460825,4
1540,IESUR,2.7718943775,3
1541,,1.8919808862,2
1542,UGB,2.6198035903,3
1545,FIB,2.6627703837,3
1546,FAESF,2.3438825727,3
1547,ESTÁCIO FMJ,2.6013119032,3
1552,,2.8880387955,3
1554,UNIVR,2.6336625296,3
1556,UNI7,3.0507691791,4
1557,FUMEC,2.8949640291,3
1558,DOCTUM,2.9238657386,3
1559,UNESC,3.3940575876,4
1561,ESAMC,2.4058537775,3
1562,FAISA,2.6709480269,3
1563,UNINOVAFAPI,3.0739402376,4
1564,FASF,2.5580355378,3
1565,FCJ,2.394627933,3
1568,DOCTUM,2.9485561959,4
1569,FIAR,2.943749849,3
1571,FCS,2.4633250718,3
1572,FACISA,3.6568127352,4
1573,FAN,2.8223902243,3
1574,UDC Medianeira,2.9539618689,4
1575,UNIARAXÁ,3.2248289198,4
1576,FASERRA,1.59726795,2
1577,FACINOR,1.9885834529,3
1578,IFSul,3.2737829286,4
1580,FACESA,3.0477772456,4
1581,FACSAL,1.041365993,2
1583,FATEC-ID,2.5347513659,3
1584,FATEC GT,2.5631873798,3
1585,FEAN,2.5487980457,3
1586,UNIVÁS,2.6739047096,3
1587,FITS,2.2439170555,3
1590,ESTÁCIO SÃO LUÍS,2.4384595806,3
1591,ESTÁCIO MACAPÁ,2.4045215351,3
1592,FOM,0.935791303,1
1596,UNIVES,1.529468675,2
1598,UNA,3.2492459943,4
1599,UNIPTAN,3.0282327677,4
1600,ICS,2.7803490616,3
1601,FCC,1.8485108678,2
1606,FIC,1.9941486017,3
1607,FALSM,1.989660336,3
1609,FCP,0.882854679,1
1610,FAETE,1.496108468,2
1611,FATI,2.4393337145,3
1612,FAG TOLEDO,3.0485657326,4
1613,IAP,2.7187980373,3
1614,FAAST,1.907792571,2
1615,ISULPAR,2.0284758268,3
1618,,3.9226988251,4
1619,,2.0470020103,3
1620,FASAR,2.0058590314,3
1621,NWK,2.3439741731,3
1622,FIP,1.172451131,2
1623,FCAA,2.0289723869,3
1624,FMR,2.6647521554,3
1628,FACHA,,SC
1632,,2.5148209845,3
1637,FAMA,2.3307439169,3
1638,IAES,2.1565543448,3
1639,FHR,1.7605542668,2
1640,,3.3594212442,4
1641,FSBA,2.778442437,3
1642,FTC,2.7416706402,3
1643,FAT,3.4825419983,4
1644,FEC,2.6628103108,3
1645,FTC,3.088615991,4
1646,FECIPAR,1.4143224538,2
1647,FAECE,2.2617215865,3
1653,FACEC,1.478825901,2
1655,FCSL,2.775896415,3
1656,IEST,2.0359301311,3
1657,,2.4644516459,3
1658,UNIGRANDE,3.0792893338,4
1659,FAESO,2.5312417536,3
1660,ESTÁCIO BRASÍLIA,2.3625824223,3
1661,FAPRO,2.9523375863,4
1663,FARA,2.836592702,3
1664,FASEH,2.724441684,3
1666,,2.5811076792,3
1668,,2.345104685,3
1669,IMES,2.8437735808,3
1670,IECEMB - FAB,2.5246213891,3
1672,IESPES,2.7610867706,3
1675,UNESJ,2.0915556524,3
1676,UNISÃOMIGUEL,2.6088605271,3
